year,agegrp,sex,dimd,population_size,clbr,population_size_calibrated
2014,45-49,men,10 least deprived,205140,1935213,206567.235637628
2014,50-54,men,1 most deprived,161230,1839838,161749.66200285
2014,50-54,men,2,166303,1839838,166839.012839174
2014,50-54,men,3,172067,1839838,172621.590844411
2014,50-54,men,4,178353,1839838,178927.851312996
2014,50-54,men,5,184744,1839838,185339.450208116
2014,50-54,men,6,190422,1839838,191035.751025906
2014,50-54,men,7,193242,1839838,193864.840195713
2014,50-54,men,8,194219,1839838,194844.989174047
2014,50-54,men,9,197996,1839838,198634.162859991
2014,50-54,men,10 least deprived,201262,1839838,201910.689536796
2014,55-59,men,1 most deprived,135889,1576140,136005.047174743
2014,55-59,men,2,137837,1576140,137954.710737625
2014,55-59,men,3,143541,1576140,143663.581868362
2014,55-59,men,4,152084,1576140,152213.877462662
2014,55-59,men,5,159167,1576140,159302.926238786
2014,55-59,men,6,165850,1576140,165991.633420889
2014,55-59,men,7,168513,1576140,168656.907583083
2014,55-59,men,8,168364,1576140,168507.78033931
2014,55-59,men,9,171412,1576140,171558.383285749
2014,55-59,men,10 least deprived,173483,1576140,173631.151888792
2014,60-64,men,1 most deprived,117307,1426084,117249.666084887
2014,60-64,men,2,117298,1426084,117240.670483646
2014,60-64,men,3,125050,1426084,124988.881685791
2014,60-64,men,4,136734,1426084,136667.171118952
2014,60-64,men,5,146397,1426084,146325.448317911
2014,60-64,men,6,152715,1426084,152640.360389009
2014,60-64,men,7,157180,1426084,157103.178115735
2014,60-64,men,8,157170,1426084,157093.183003245
2014,60-64,men,9,158029,1426084,157951.763166125
2014,60-64,men,10 least deprived,158204,1426084,158126.677634698
2014,65-69,men,1 most deprived,104624,1446585,104281.252677167
2014,65-69,men,2,106403,1446585,106054.42468849
2014,65-69,men,3,118190,1446585,117802.810578017
2014,65-69,men,4,134275,1446585,133835.116256563
2014,65-69,men,5,150189,1446585,149696.982129636
2014,65-69,men,6,159754,1446585,159230.647272023
2014,65-69,men,7,166487,1446585,165941.590022017
2014,65-69,men,8,167360,1446585,166811.730081537
2014,65-69,men,9,169400,1446585,168845.047059108
2014,65-69,men,10 least deprived,169903,1446585,169346.399235441
2014,70-74,men,1 most deprived,74993,1040576,74923.0212545744
2014,70-74,men,2,77371,1040576,77298.8022547128
2014,70-74,men,3,84277,1040576,84198.3580103712
2014,70-74,men,4,97413,1040576,97322.1003223215
2014,70-74,men,5,108178,1040576,108077.055102174
2014,70-74,men,6,115945,1040576,115836.807426848
2014,70-74,men,7,119162,1040576,119050.805525017
2014,70-74,men,8,120371,1040576,120258.677362345
2014,70-74,men,9,121870,1040576,121756.278589935
2014,70-74,men,10 least deprived,120996,1040576,120883.094151701
2014,75-79,men,1 most deprived,59449,820358,59186.7414116764
2014,75-79,men,2,61623,820358,61351.150835367
2014,75-79,men,3,67643,820358,67344.5936737376
2014,75-79,men,4,76065,820358,75729.4401163882
2014,75-79,men,5,84412,820358,84039.6174206871
2014,75-79,men,6,90624,820358,90224.2132532382
2014,75-79,men,7,93972,820358,93557.4435892623
2014,75-79,men,8,93853,820358,93438.9685564107
2014,75-79,men,9,96156,820358,95731.8088980665
2014,75-79,men,10 least deprived,96561,820358,96135.0222451661
2014,80-84,men,1 most deprived,38849,560576,38638.3221258135
2014,80-84,men,2,41413,560576,41188.4175704989
2014,80-84,men,3,45658,560576,45410.3969631237
2014,80-84,men,4,51702,560576,51421.6203904555
2014,80-84,men,5,57620,560576,57307.5271149675
2014,80-84,men,6,61642,560576,61307.715835141
2014,80-84,men,7,63965,560576,63618.1182212581
2014,80-84,men,8,64427,560576,64077.6127982647
2014,80-84,men,9,66337,560576,65977.2548806942
2014,80-84,men,10 least deprived,68963,560576,68589.0140997831
2014,85-89,men,1 most deprived,20171,302995,20018.2837043516
2014,85-89,men,2,22362,302995,22192.6954636215
2014,85-89,men,3,24608,302995,24421.6908133798
2014,85-89,men,4,28244,302995,28030.1623591148
2014,85-89,men,5,31144,302995,30908.2062212248
2014,85-89,men,6,33645,302995,33390.2709450651
2014,85-89,men,7,34682,302995,34419.4197329989
2014,85-89,men,8,34746,302995,34482.9351837489
2014,85-89,men,9,36005,302995,35732.4031914718
2014,85-89,men,10 least deprived,37388,302995,37104.9323850229
2014,90-94,men,1 most deprived,7198,111136,7520.86594802764
2014,90-94,men,2,8182,111136,8549.00322127844
2014,90-94,men,3,9367,111136,9787.15633997984
2014,90-94,men,4,10447,111136,10915.5996886697
2014,90-94,men,5,11561,111136,12079.5681057443
2014,90-94,men,6,12534,111136,13096.2119745177
2014,90-94,men,7,12521,111136,13082.6288601353
2014,90-94,men,8,12979,111136,13561.172428376
2014,90-94,men,9,12997,111136,13579.9798175209
2014,90-94,men,10 least deprived,13350,111136,13948.8136157501
2014,95-99,men,1 most deprived,1567,24208,1189.03763218771
2014,95-99,men,2,1788,24208,1356.73215465962
2014,95-99,men,3,2041,24208,1548.70823694646
2014,95-99,men,4,2294,24208,1740.68431923331
2014,95-99,men,5,2524,24208,1915.20803040317
2014,95-99,men,6,2738,24208,2077.59096166556
2014,95-99,men,7,2710,24208,2056.3445968275
2014,95-99,men,8,2854,24208,2165.61161599471
2014,95-99,men,9,2815,24208,2136.01846497026
2014,95-99,men,10 least deprived,2877,24208,2183.0639871117
2014,<1,women,1 most deprived,38870,323859,38637.7586542292
2014,<1,women,2,39761,323859,39523.4350874918
2014,<1,women,3,39970,323859,39731.1863496151
2014,<1,women,4,37171,323859,36948.9098774467
2014,<1,women,5,33608,323859,33407.1981695738
2014,<1,women,6,31879,323859,31688.5286374626
2014,<1,women,7,28444,323859,28274.0521523256
2014,<1,women,8,27614,323859,27449.011254898
2014,<1,women,9,25192,323859,25041.4822746936
2014,<1,women,10 least deprived,21350,323859,21222.4375422638
2014,01-04,women,1 most deprived,180574,1349349,178708.774315614
2014,01-04,women,2,167406,1349349,165676.792190901
2014,01-04,women,3,154252,1349349,152658.66545423
2014,01-04,women,4,141495,1349349,140033.437935627
2014,01-04,women,5,129325,1349349,127989.147044241
2014,01-04,women,6,124704,1349349,123415.879319583
2014,01-04,women,7,115908,1349349,114710.736946483
2014,01-04,women,8,115709,1349349,114513.792502162
2014,01-04,women,9,112575,1349349,111412.164921751
2014,01-04,women,10 least deprived,107401,1349349,106291.609369407
2014,05-09,women,1 most deprived,203029,1597210,202193.72877142
2014,05-09,women,2,187882,1597210,187109.044269695
2014,05-09,women,3,170960,1597210,170256.66220472
2014,05-09,women,4,157249,1597210,156602.069928813
2014,05-09,women,5,148659,1597210,148047.40960863
2014,05-09,women,6,146983,1597210,146378.304754541
2014,05-09,women,7,141716,1597210,141132.973449953
2014,05-09,women,8,144096,1597210,143503.182013636
2014,05-09,women,9,145112,1597210,144515.002139982
2014,05-09,women,10 least deprived,151524,1597210,150900.62285861
2014,10-14,women,1 most deprived,171335,1451553,171335.708213892
2014,10-14,women,2,160167,1451553,160167.662050921
2014,10-14,women,3,145778,1451553,145778.602573933
2014,10-14,women,4,137562,1451553,137562.568613065
2014,10-14,women,5,134646,1451553,134646.556559767
2014,10-14,women,6,134902,1451553,134902.557617944
2014,10-14,women,7,134772,1451553,134772.557080589
2014,10-14,women,8,137560,1451553,137560.568604798
2014,10-14,women,9,141915,1451553,141915.586606207
2014,10-14,women,10 least deprived,152916,1451553,152916.632078884
2014,15-19,women,1 most deprived,183455,1572184,183780.32613231
2014,15-19,women,2,172102,1572184,172407.193524422
2014,15-19,women,3,160405,1572184,160689.450891244
2014,15-19,women,4,152489,1572184,152759.413216265
2014,15-19,women,5,148582,1572184,148845.484818571
2014,15-19,women,6,146923,1572184,147183.542865212
2014,15-19,women,7,146916,1572184,147176.530451906
2014,15-19,women,8,147970,1572184,148232.399541021
2014,15-19,women,9,154716,1572184,154990.362420684
2014,15-19,women,10 least deprived,158626,1572184,158907.296138366
2014,20-24,women,1 most deprived,208117,1769043,213358.973929407
2014,20-24,women,2,218732,1769043,224241.340618628
2014,20-24,women,3,221625,1769043,227207.208431338
2014,20-24,women,4,211487,1769043,216813.856241482
2014,20-24,women,5,182287,1769043,186878.377454364
2014,20-24,women,6,159902,1769043,163929.552363623
2014,20-24,women,7,155344,1769043,159256.747147469
2014,20-24,women,8,148194,1769043,151926.655595144
2014,20-24,women,9,140313,1769043,143847.151885511
2014,20-24,women,10 least deprived,123042,1769043,126141.136333034
2014,25-29,women,1 most deprived,227233,1857177,229267.13493975
2014,25-29,women,2,243213,1857177,245390.184040617
2014,25-29,women,3,242129,1857177,244296.4803344
2014,25-29,women,4,220803,1857177,222779.57513258
2014,25-29,women,5,193765,1857177,195499.537486195
2014,25-29,women,6,177322,1857177,178909.343721142
2014,25-29,women,7,157948,1857177,159361.912351919
2014,25-29,women,8,151170,1857177,152523.237332791
2014,25-29,women,9,133829,1857177,135027.004888602
2014,25-29,women,10 least deprived,109765,1857177,110747.589772003
2014,30-34,women,1 most deprived,211192,1862892,214177.994941199
2014,30-34,women,2,227589,1862892,230806.828339485
2014,30-34,women,3,229085,1862892,232323.979938182
2014,30-34,women,4,214364,1862892,217394.843117046
2014,30-34,women,5,194037,1862892,196780.444355873
2014,30-34,women,6,184534,1862892,187143.083632331
2014,30-34,women,7,167799,1862892,170171.471330061
2014,30-34,women,8,161363,1862892,163644.474211602
2014,30-34,women,9,147924,1862892,150015.463292558
2014,30-34,women,10 least deprived,125005,1862892,126772.416841663
2014,35-39,women,1 most deprived,170883,1701225,173276.552297315
2014,35-39,women,2,185068,1701225,187660.24110391
2014,35-39,women,3,185204,1701225,187798.146051228
2014,35-39,women,4,180293,1701225,182818.357843319
2014,35-39,women,5,170712,1701225,173103.157106203
2014,35-39,women,6,169625,1701225,172000.931534629
2014,35-39,women,7,163166,1701225,165451.46054402
2014,35-39,women,8,162759,1701225,165038.759709033
2014,35-39,women,9,160053,1701225,162294.856860204
2014,35-39,women,10 least deprived,153462,1701225,155611.536950139
2014,40-44,women,1 most deprived,174518,1868968,176229.96778757
2014,40-44,women,2,185061,1868968,186876.391367856
2014,40-44,women,3,184280,1868968,186087.729998587
2014,40-44,women,4,183956,1868968,185760.551658455
2014,40-44,women,5,183332,1868968,185130.430410794
2014,40-44,women,6,188346,1868968,190193.616205307
2014,40-44,women,7,187842,1868968,189684.672120657
2014,40-44,women,8,190657,1868968,192527.286402978
2014,40-44,women,9,194427,1868968,196334.268940934
2014,40-44,women,10 least deprived,196549,1868968,198477.085106861
2014,45-49,women,1 most deprived,176319,1983139,177403.423655125
2014,45-49,women,2,187361,1983139,188513.335825678
2014,45-49,women,3,188345,1983139,189503.3877706
2014,45-49,women,4,191248,1983139,192424.242238189
2014,45-49,women,5,195894,1983139,197098.816766752
2014,45-49,women,6,202493,1983139,203738.402929901
2014,45-49,women,7,204585,1983139,205843.26946321
2014,45-49,women,8,208034,1983139,209313.482022188
2014,45-49,women,9,212140,1983139,213444.735361465
2014,45-49,women,10 least deprived,216720,1983139,218052.903966893
2014,50-54,women,1 most deprived,161740,1877442,162182.117349031
2014,50-54,women,2,170011,1877442,170475.726181688
2014,50-54,women,3,173799,1877442,174274.08070449
2014,50-54,women,4,180023,1877442,180515.094049244
2014,50-54,women,5,187480,1877442,187992.47780757
2014,50-54,women,6,194182,1877442,194712.797768453
2014,50-54,women,7,198142,1877442,198683.622454382
2014,50-54,women,8,199508,1877442,200053.356424326
2014,50-54,women,9,203390,1877442,203945.967896745
2014,50-54,women,10 least deprived,209167,1877442,209738.759364071
2014,55-59,women,1 most deprived,134946,1610430,134917.928671224
2014,55-59,women,2,139738,1610430,139708.93184429
2014,55-59,women,3,146172,1610430,146141.593450197
2014,55-59,women,4,154925,1610430,154892.772660097
2014,55-59,women,5,163833,1610430,163798.919627056
2014,55-59,women,6,170468,1610430,170432.539421148
2014,55-59,women,7,173469,1610430,173432.915156201
2014,55-59,women,8,173265,1610430,173228.957592072
2014,55-59,women,9,176061,1610430,176024.375971014
2014,55-59,women,10 least deprived,177553,1610430,177516.065606701
2014,60-64,women,1 most deprived,115469,1487837,115037.495984439
2014,60-64,women,2,120071,1487837,119622.298455409
2014,60-64,women,3,128773,1487837,128291.779355534
2014,60-64,women,4,141768,1487837,141238.217449895
2014,60-64,women,5,154184,1487837,153607.819249017
2014,60-64,women,6,161059,1487837,160457.12759059
2014,60-64,women,7,166020,1487837,165399.588489868
2014,60-64,women,8,165640,1487837,165021.008537898
2014,60-64,women,9,167144,1487837,166519.388137276
2014,60-64,women,10 least deprived,167709,1487837,167082.276750074
2014,65-69,women,1 most deprived,105735,1528866,105419.012061881
2014,65-69,women,2,112366,1528866,112030.195387954
2014,65-69,women,3,124550,1528866,124177.78363179
2014,65-69,women,4,142123,1528866,141698.266905667
2014,65-69,women,5,157699,1528866,157227.718193092
2014,65-69,women,6,169356,1528866,168849.881370898
2014,65-69,women,7,175888,1528866,175362.360557433
2014,65-69,women,8,177916,1528866,177384.299900711
2014,65-69,women,9,181647,1528866,181104.149846357
2014,65-69,women,10 least deprived,181586,1528866,181043.332144217
2014,70-74,women,1 most deprived,82945,1146826,82723.104734284
2014,70-74,women,2,87474,1146826,87239.9887097084
2014,70-74,women,3,94980,1146826,94725.9085859581
2014,70-74,women,4,106999,1146826,106712.755240987
2014,70-74,women,5,118203,1146826,117886.782191893
2014,70-74,women,6,126138,1146826,125800.554403196
2014,70-74,women,7,131285,1146826,130933.785099047
2014,70-74,women,8,131651,1146826,131298.80597231
2014,70-74,women,9,134057,1146826,133698.369417854
2014,70-74,women,10 least deprived,133094,1146826,132737.945644762
2014,75-79,women,1 most deprived,73752,964591,73526.9036762732
2014,75-79,women,2,76485,964591,76251.5623668477
2014,75-79,women,3,82861,964591,82608.1023635925
2014,75-79,women,4,90289,964591,90013.4315818829
2014,75-79,women,5,99045,964591,98742.7076501854
2014,75-79,women,6,104530,964591,104210.96704199
2014,75-79,women,7,107494,964591,107165.920704216
2014,75-79,women,8,108176,964591,107845.839191948
2014,75-79,women,9,110185,964591,109848.707581763
2014,75-79,women,10 least deprived,111774,964591,111432.857841303
2014,80-84,women,1 most deprived,56635,753776,56397.3478261446
2014,80-84,women,2,60959,753776,60703.2034278088
2014,80-84,women,3,65805,753776,65528.8686095073
2014,80-84,women,4,71996,753776,71693.8898930186
2014,80-84,women,5,78447,753776,78117.8201627539
2014,80-84,women,6,81809,753776,81465.7125153892
2014,80-84,women,7,83569,753776,83218.3271913672
2014,80-84,women,8,83969,753776,83616.6487086349
2014,80-84,women,9,84994,753776,84637.3475966335
2014,80-84,women,10 least deprived,85593,753776,85233.8340687419
2014,85-89,women,1 most deprived,37118,502108,36940.5815959913
2014,85-89,women,2,41182,502108,40985.1562930684
2014,85-89,women,3,44913,502108,44698.3226795829
2014,85-89,women,4,48788,502108,48554.8007679623
2014,85-89,women,5,52435,502108,52184.3686617222
2014,85-89,women,6,55473,502108,55207.8474830116
2014,85-89,women,7,55171,502108,54907.290997156
2014,85-89,women,8,55635,502108,55369.0731476097
2014,85-89,women,9,56183,502108,55914.4537908179
2014,85-89,women,10 least deprived,55210,502108,54946.1045830778
2014,90-94,women,1 most deprived,18104,255697,18787.740239424
2014,90-94,women,2,20386,255697,21155.9253491437
2014,90-94,women,3,22969,255697,23836.4784334584
2014,90-94,women,4,25098,255697,26045.885137487
2014,90-94,women,5,27283,255697,28313.4068135332
2014,90-94,women,6,28927,255697,30019.4963491946
2014,90-94,women,7,28773,255697,29859.680176146
2014,90-94,women,8,28724,255697,29808.8295756305
2014,90-94,women,9,28488,255697,29563.9164792704
2014,90-94,women,10 least deprived,26945,255697,27962.6414467123
2014,95-99,women,1 most deprived,5577,78655,4833.77815777764
2014,95-99,women,2,6272,78655,5436.15861674401
2014,95-99,women,3,7073,78655,6130.41292988367
2014,95-99,women,4,7723,78655,6693.79033755006
2014,95-99,women,5,8397,78655,7277.96937257644
2014,95-99,women,6,8923,78655,7733.87170554955
2014,95-99,women,7,8848,78655,7668.86662004958
2014,95-99,women,8,8878,78655,7694.86865424957
2014,95-99,women,9,8714,78655,7552.72420062297
2014,95-99,women,10 least deprived,8250,78655,7150.5594049965
2015,<1,men,1 most deprived,39568,340225,39327.4926181204
2015,<1,men,2,40532,340225,40285.6331075024
2015,<1,men,3,42186,340225,41929.579548828
2015,<1,men,4,39840,340225,39597.8393122199
2015,<1,men,5,35849,340225,35631.0979293115
2015,<1,men,6,33462,340225,33258.6069042545
2015,<1,men,7,30512,340225,30326.5379792784
2015,<1,men,8,29214,340225,29036.4276522889
2015,<1,men,9,26787,340225,26624.1797604526
2015,<1,men,10 least deprived,22275,340225,22139.6051877434
2015,01-04,men,1 most deprived,183116,1420154,180470.647555124
2015,01-04,men,2,174057,1420154,171542.516773533
2015,01-04,men,3,166577,1420154,164170.575251698
2015,01-04,men,4,153492,1420154,151274.605356884
2015,01-04,men,5,139459,1420154,137444.330574008
2015,01-04,men,6,134277,1420154,132337.191407411
2015,01-04,men,7,123419,1420154,121636.049556597
2015,01-04,men,8,122160,1420154,120395.237474246
2015,01-04,men,9,115990,1420154,114314.371272411
2015,01-04,men,10 least deprived,107607,1420154,106052.474778087
2015,05-09,men,1 most deprived,220359,1718899,218644.867762446
2015,05-09,men,2,203879,1718899,202293.062659295
2015,05-09,men,3,185567,1718899,184123.508348076
2015,05-09,men,4,170273,1718899,168948.47756849
2015,05-09,men,5,159810,1718899,158566.86732612
