year,age,sex,pops
38,42,women,430088
38,43,men,420450
38,43,women,435850
38,44,men,424654
38,44,women,443538
38,45,men,419653
38,45,women,440634
38,46,men,424720
38,46,women,447858
38,47,men,424740
38,47,women,448388
38,48,men,417640
38,48,women,444714
38,49,men,409333
38,49,women,438132
38,50,men,407862
38,50,women,440123
38,51,men,394086
38,51,women,427364
38,52,men,389062
38,52,women,418169
38,53,men,384618
38,53,women,412607
38,54,men,369492
38,54,women,397378
38,55,men,366621
38,55,women,394059
38,56,men,363320
38,56,women,388124
38,57,men,363888
38,57,women,389850
38,58,men,363630
38,58,women,387690
38,59,men,347798
38,59,women,368702
38,60,men,323111
38,60,women,340490
38,61,men,315290
38,61,women,331521
38,62,men,319280
38,62,women,335787
38,63,men,323064
38,63,women,340278
38,64,men,323804
38,64,women,341898
38,65,men,333157
38,65,women,352088
38,66,men,341724
38,66,women,362748
38,67,men,348832
38,67,women,374834
38,68,men,336631
38,68,women,362293
38,69,men,339888
38,69,women,367025
38,70,men,334346
38,70,women,362880
38,71,men,332344
38,71,women,360756
38,72,men,324073
38,72,women,356878
38,73,men,319069
38,73,women,353276
38,74,men,308484
38,74,women,343713
38,75,men,294872
38,75,women,330390
38,76,men,280862
38,76,women,317132
38,77,men,264307
38,77,women,298430
38,78,men,245649
38,78,women,280220
38,79,men,230547
38,79,women,266582
38,80,men,215563
38,80,women,251881
38,81,men,196941
38,81,women,234848
38,82,men,180393
38,82,women,217290
38,83,men,162808
38,83,women,201226
38,84,men,152144
38,84,women,192403
38,85,men,138880
38,85,women,178112
38,86,men,123083
38,86,women,163016
38,87,men,112460
38,87,women,151760
38,88,men,101750
38,88,women,141826
38,89,men,92204
38,89,women,131199
38,90,men,84476
38,90,women,123972
38,91,men,78515
38,91,women,117675
38,92,men,49968
38,92,women,77872
38,93,men,39503
38,93,women,63767
38,94,men,31362
38,94,women,52380
38,95,men,22346
38,95,women,39299
38,96,men,14955
38,96,women,27685
38,97,men,9683
38,97,women,18974
38,98,men,7106
38,98,women,14590
38,99,men,11485
38,99,women,26604
39,30,men,434026
39,30,women,414482
39,31,men,441830
39,31,women,422200
39,32,men,433659
39,32,women,413286
39,33,men,430922
39,33,women,410690
39,34,men,435728
39,34,women,413536
39,35,men,439061
39,35,women,416166
39,36,men,435332
39,36,women,414747
39,37,men,429468
39,37,women,417844
39,38,men,425238
39,38,women,418386
39,39,men,425540
39,39,women,421074
39,40,men,429956
39,40,women,430309
39,41,men,425638
39,41,women,429938
39,42,men,427066
39,42,women,435266
39,43,men,419520
39,43,women,430602
39,44,men,420379
39,44,women,436216
39,45,men,424420
39,45,women,443696
39,46,men,419312
39,46,women,440642
39,47,men,424256
39,47,women,447777
39,48,men,424158
39,48,women,448184
39,49,men,416966
39,49,women,444402
39,50,men,408580
39,50,women,437714
39,51,men,406976
39,51,women,439559
39,52,men,393096
39,52,women,426673
39,53,men,387938
39,53,women,417378
39,54,men,383346
39,54,women,411685
39,55,men,368108
39,55,women,396358
39,56,men,365099
39,56,women,392962
39,57,men,361666
39,57,women,386923
39,58,men,362066
39,58,women,388556
39,59,men,361648
39,59,women,386299
39,60,men,345736
39,60,women,367252
39,61,men,320998
39,61,women,339045
39,62,men,313030
39,62,women,329974
39,63,men,316778
39,63,women,334066
39,64,men,320275
39,64,women,338399
39,65,men,320737
39,65,women,339857
39,66,men,329710
39,66,women,349818
39,67,men,337889
39,67,women,360208
39,68,men,344605
39,68,women,371947
39,69,men,332197
39,69,women,359214
39,70,men,334979
39,70,women,363578
39,71,men,329038
39,71,women,359093
39,72,men,326544
39,72,women,356560
39,73,men,317821
39,73,women,352232
39,74,men,312220
39,74,women,348140
39,75,men,301122
39,75,women,338136
39,76,men,287050
39,76,women,324363
39,77,men,272578
39,77,women,310624
39,78,men,255620
39,78,women,291531
39,79,men,236632
39,79,women,272908
39,80,men,221088
39,80,women,258700
39,81,men,205641
39,81,women,243406
39,82,men,186742
39,82,women,225848
39,83,men,169838
39,83,women,207769
39,84,men,152032
39,84,women,191114
39,85,men,140744
39,85,women,181307
39,86,men,127129
39,86,women,166352
39,87,men,111376
39,87,women,150732
39,88,men,100463
39,88,women,138731
39,89,men,89628
39,89,women,128018
39,90,men,79969
39,90,women,116768
39,91,men,72007
39,91,women,108588
39,92,men,65639
39,92,women,101238
39,93,men,40877
39,93,women,65670
39,94,men,31542
39,94,women,52605
39,95,men,24378
39,95,women,42181
39,96,men,16865
39,96,women,30805
39,97,men,10928
39,97,women,21047
39,98,men,6829
39,98,women,13938
39,99,men,11851
39,99,women,27204
40,30,men,437256
40,30,women,417537
40,31,men,438768
40,31,women,419099
40,32,men,445926
40,32,women,426112
40,33,men,436982
40,33,women,416482
40,34,men,434006
40,34,women,413598
40,35,men,438472
40,35,women,416100
40,36,men,441272
40,36,women,418311
40,37,men,437078
40,37,women,416559
40,38,men,430801
40,38,women,419332
40,39,men,426262
40,39,women,419659
40,40,men,426264
40,40,women,422196
40,41,men,430387
40,41,women,431248
40,42,men,425878
40,42,women,430636
40,43,men,427146
40,43,women,435775
40,44,men,419458
40,44,women,430979
40,45,men,420162
40,45,women,436388
40,46,men,424081
40,46,women,443709
40,47,men,418870
40,47,women,440579
40,48,men,423682
40,48,women,447575
40,49,men,423476
40,49,women,447870
40,50,men,416202
40,50,women,443982
40,51,men,407700
40,51,women,437160
40,52,men,405954
40,52,women,438848
40,53,men,391969
40,53,women,425870
40,54,men,386664
40,54,women,416450
40,55,men,381922
40,55,women,410638
40,56,men,366596
40,56,women,395266
40,57,men,363454
40,57,women,391759
40,58,men,359876
40,58,women,385652
40,59,men,360109
40,59,women,387171
40,60,men,359515
40,60,women,384784
40,61,men,343494
40,61,women,365702
40,62,men,318726
40,62,women,337481
40,63,men,310609
40,63,women,328307
40,64,men,314077
40,64,women,332246
40,65,men,317280
40,65,women,336408
40,66,men,317463
40,66,women,337699
40,67,men,326057
40,67,women,347404
40,68,men,333841
40,68,women,357469
40,69,men,340118
40,69,women,368820
40,70,men,327453
40,70,women,355882
40,71,men,329722
40,71,women,359826
40,72,men,323362
40,72,women,354964
40,73,men,320315
40,73,women,351971
40,74,men,311076
40,74,women,347170
40,75,men,304853
40,75,women,342556
40,76,men,293224
40,76,women,332036
40,77,men,278679
40,77,women,317780
40,78,men,263720
40,78,women,303523
40,79,men,246342
40,79,women,284007
40,80,men,227030
40,80,women,264927
40,81,men,211025
40,81,women,250092
40,82,men,195109
40,82,women,234180
40,83,men,175934
40,83,women,216058
40,84,men,158717
40,84,women,197439
40,85,men,140759
40,85,women,180206
40,86,men,128954
40,86,women,169457
40,87,men,115152
40,87,women,153936
40,88,men,99600
40,88,women,137908
40,89,men,88596
40,89,women,125340
40,90,men,77834
40,90,women,114054
40,91,men,68260
40,91,women,102393
40,92,men,60290
40,92,women,93535
40,93,men,53785
40,93,women,85488
40,94,men,32696
40,94,women,54251
40,95,men,24563
40,95,women,42424
40,96,men,18433
40,96,women,33113
40,97,men,12347
40,97,women,23455
40,98,men,7721
40,98,women,15484
40,99,men,11898
40,99,women,27147
41,30,men,442934
41,30,women,422187
41,31,men,442000
41,31,women,422156
41,32,men,442866
41,32,women,423010
41,33,men,449240
41,33,women,429298
41,34,men,440064
41,34,women,419390
41,35,men,436754
41,35,women,416164
41,36,men,440685
41,36,women,418245
41,37,men,443017
41,37,women,420125
41,38,men,438406
41,38,women,418052
41,39,men,431824
41,39,women,420607
41,40,men,426994
41,40,women,420789
41,41,men,426706
41,41,women,423150
41,42,men,430628
41,42,women,431952
41,43,men,425965
41,43,women,431151
41,44,men,427074
41,44,women,436150
41,45,men,419250
41,45,women,431165
41,46,men,419840
41,46,women,436418
41,47,men,423641
41,47,women,443652
41,48,men,418322
41,48,women,440398
41,49,men,423009
41,49,women,447266
41,50,men,422702
41,50,women,447447
41,51,men,415311
41,51,women,443426
41,52,men,406686
41,52,women,436460
41,53,men,404796
41,53,women,438025
41,54,men,390693
41,54,women,424930
41,55,men,385238
41,55,women,415395
41,56,men,380368
41,56,women,409518
41,57,men,364962
41,57,women,394070
41,58,men,361674
41,58,women,390486
41,59,men,357953
41,59,women,384291
41,60,men,358005
41,60,women,385663
41,61,men,357196
41,61,women,383164
41,62,men,341083
41,62,women,364026
41,63,men,316292
41,63,women,335796
41,64,men,307994
41,64,women,326543
41,65,men,311175
41,65,women,330318
41,66,men,314080
41,66,women,334303
41,67,men,313990
41,67,women,335404
41,68,men,322200
41,68,women,344799
41,69,men,329542
41,69,women,354502
41,70,men,335318
41,70,women,365436
41,71,men,322374
41,71,women,352253
41,72,men,324098
41,72,women,355736
41,73,men,317264
41,73,women,350448
41,74,men,313594
41,74,women,346970
41,75,men,303820
41,75,women,341665
41,76,men,296948
41,76,women,336446
41,77,men,284770
41,77,women,325374
41,78,men,269724
41,78,women,310597
41,79,men,254255
41,79,women,295778
41,80,men,236460
41,80,women,275796
41,81,men,216814
41,81,women,256212
41,82,men,200340
41,82,women,240718
41,83,men,183943
41,83,women,224142
41,84,men,164542
41,84,women,205434
41,85,men,147076
41,85,women,186293
41,86,men,129094
41,86,women,168552
41,87,men,116929
41,87,women,156939
41,88,men,103096
41,88,women,140966
41,89,men,87942
41,89,women,124720
41,90,men,77040
41,90,women,111786
41,91,men,66533
41,91,women,100130
41,92,men,57241
41,92,women,88311
41,93,men,49484
41,93,women,79092
41,94,men,43097
41,94,women,70726
41,95,men,25509
41,95,women,43819
41,96,men,18609
41,96,women,33357
41,97,men,13521
41,97,women,25253
41,98,men,8741
41,98,women,17284
41,99,men,12539
41,99,women,28207
42,30,men,442378
42,30,women,423126
42,31,men,447678
42,31,women,426804
42,32,men,446100
42,32,women,426068
42,33,men,446184
42,33,women,426194
42,34,men,452314
42,34,women,432194
42,35,men,442810
42,35,women,421954
42,36,men,438972
42,36,women,418313
42,37,men,442434
42,37,women,420060
42,38,men,444346
42,38,women,421619
42,39,men,439426
42,39,women,419332
42,40,men,432554
42,40,women,421737
42,41,men,427443
42,41,women,421750
42,42,men,426959
42,42,women,423869
42,43,men,430716
42,43,women,432472
42,44,men,425902
42,44,women,431532
42,45,men,426858
42,45,women,436333
42,46,men,418938
42,46,women,431208
42,47,men,419420
42,47,women,436378
42,48,men,423094
42,48,women,443478
42,49,men,417676
42,49,women,440110
42,50,men,422247
42,50,women,446847
42,51,men,421802
42,51,women,446889
42,52,men,414284
42,52,women,442724
42,53,men,405536
42,53,women,435648
42,54,men,403488
42,54,women,437062
42,55,men,389266
42,55,women,423864
42,56,men,383682
42,56,women,414268
42,57,men,378688
42,57,women,408288
42,58,men,363193
42,58,women,392803
42,59,men,359764
42,59,women,389124
42,60,men,355886
42,60,women,382808
42,61,men,355716
42,61,women,384049
42,62,men,354704
42,62,women,381415
42,63,men,338500
42,63,women,362222
42,64,men,313662
42,64,women,334013
42,65,men,305184
42,65,women,324675
42,66,men,308076
42,66,women,328278
42,67,men,310688
42,67,women,332062
42,68,men,310323
42,68,women,332924
42,69,men,318104
42,69,women,341976
42,70,men,324946
42,70,women,351290
42,71,men,330179
42,71,women,361752
42,72,men,316940
42,72,women,348297
42,73,men,318058
42,73,women,351263
42,74,men,310686
42,74,women,345528
42,75,men,306365
42,75,women,341534
42,76,men,296032
42,76,women,335642
42,77,men,288484
42,77,women,329772
42,78,men,275725
42,78,women,318102
42,79,men,260155
42,79,women,302762
42,80,men,244173
42,80,women,287324
42,81,men,225940
42,81,women,266827
42,82,men,205958
42,82,women,246718
42,83,men,189004
42,83,women,230516
42,84,men,172164
42,84,women,213246
42,85,men,152610
42,85,women,193967
42,86,men,135023
42,86,women,174380
42,87,men,117186
42,87,women,156234
42,88,men,104812
42,88,women,143852
42,89,men,91148
42,89,women,127617
42,90,men,76576
42,90,women,111359
42,91,men,65951
42,91,women,98258
42,92,men,55881
42,92,women,86473
42,93,men,47062
42,93,women,74781
42,94,men,39722
42,94,women,65534
42,95,men,33689
42,95,women,57218
42,96,men,19364
42,96,women,34512
42,97,men,13679
42,97,women,25483
42,98,men,9592
42,98,women,18642
42,99,men,13668
42,99,women,30234
43,30,men,434320
43,30,women,414324
43,31,men,447122
43,31,women,427742
43,32,men,451776
43,32,women,430712
43,33,men,449418
43,33,women,429254
43,34,men,449258
43,34,women,429089
43,35,men,455049
43,35,women,434748
43,36,men,445027
43,36,women,424100
43,37,men,440726
43,37,women,420129
43,38,men,443764
43,38,women,421554
43,39,men,445363
43,39,women,422900
43,40,men,440152
43,40,women,420466
43,41,men,433002
43,41,women,422700
43,42,men,427702
43,42,women,422477
43,43,men,427059
43,43,women,424406
43,44,men,430654
43,44,women,432858
43,45,men,425696
43,45,women,431723
43,46,men,426538
43,46,women,436374
43,47,men,418529
43,47,women,431184
43,48,men,418894
43,48,women,436223
43,49,men,422450
43,49,women,443198
43,50,men,416941
43,50,women,439714
43,51,men,421358
43,51,women,446296
43,52,men,420766
43,52,women,446187
43,53,men,413122
43,53,women,441910
43,54,men,404238
43,54,women,434698
43,55,men,402027
43,55,women,435972
43,56,men,387708
43,56,women,422724
43,57,men,382001
43,57,women,413032
43,58,men,376872
43,58,women,406986
43,59,men,361295
43,59,women,391447
43,60,men,357710
43,60,women,387639
43,61,men,353638
43,61,women,381224
43,62,men,353258
43,62,women,382309
43,63,men,352036
43,63,women,379536
43,64,men,335713
43,64,women,360314
43,65,men,310838
43,65,women,332124
43,66,men,302184
43,66,women,322698
43,67,men,304790
43,67,women,326105
43,68,men,307104
43,68,women,329639
43,69,men,306428
43,69,women,330236
43,70,men,313721
43,70,women,338919
43,71,men,320022
43,71,women,347792
43,72,men,324678
43,72,women,357735
43,73,men,311103
43,73,women,343970
43,74,men,311540
43,74,women,346389
43,75,men,303608
43,75,women,340178
43,76,men,298604
43,76,women,335584
43,77,men,287694
43,77,women,329062
43,78,men,279428
43,78,women,322488
43,79,men,266056
43,79,women,310170
43,80,men,249958
43,80,women,294208
43,81,men,233436
43,81,women,278087
43,82,men,214758
43,82,women,257054
43,83,men,194438
43,83,women,236383
43,84,men,177040
43,84,women,219438
43,85,men,159821
43,85,women,201477
43,86,men,140244
43,86,women,181702
43,87,men,122706
43,87,women,161779
43,88,men,105174
43,88,women,143348
43,89,men,92790
43,89,women,130372
43,90,men,79483
43,90,women,114080
43,91,men,65655
43,91,women,98008
43,92,men,55484
43,92,women,84973
43,93,men,46024
43,93,women,73333
43,94,men,37849
43,94,women,62060
43,95,men,31112
43,95,women,53107
43,96,men,25627
43,96,women,45145
43,97,men,14264
43,97,women,26414
43,98,men,9726
43,98,women,18848
43,99,men,14997
43,99,women,32607
44,30,men,425943
44,30,women,407798
44,31,men,439072
44,31,women,418948
44,32,men,451222
44,32,women,431652
44,33,men,455093
44,33,women,433896
44,34,men,452496
44,34,women,432152
44,35,men,451997
44,35,women,431640
44,36,men,457258
44,36,women,436882
44,37,men,446780
44,37,women,425916
44,38,men,442064
44,38,women,421628
44,39,men,444786
44,39,women,422836
44,40,men,446086
44,40,women,424036
44,41,men,440595
44,41,women,421433
44,42,men,433261
44,42,women,423428
44,43,men,427810
44,43,women,423021
44,44,men,427012
44,44,women,424808
44,45,men,430450
44,45,women,433056
44,46,men,425386
44,46,women,431774
44,47,men,426120
44,47,women,436348
44,48,men,418015
44,48,women,431044
44,49,men,418272
44,49,women,435962
44,50,men,421718
44,50,women,442810
44,51,men,416082
44,51,women,439186
44,52,men,420335
44,52,women,445600
44,53,men,419596
44,53,women,445372
44,54,men,411813
44,54,women,440958
44,55,men,402787
44,55,women,433621
44,56,men,400434
44,56,women,434807
44,57,men,386027
44,57,women,421474
44,58,men,380184
44,58,women,411724
44,59,men,374922
44,59,women,405594
44,60,men,359254
44,60,women,389970
44,61,men,355477
44,61,women,386052
44,62,men,351224
44,62,women,379514
44,63,men,350630
44,63,women,380442
44,64,men,349161
44,64,women,377550
44,65,men,332720
44,65,women,358290
44,66,men,307820
44,66,women,330124
44,67,men,299001
44,67,women,320593
44,68,men,301318
44,68,women,323758
44,69,men,303296
44,69,women,327012
44,70,men,302258
44,70,women,327324
44,71,men,309026
44,71,women,335589
44,72,men,314754
44,72,women,343980
44,73,men,318770
44,73,women,353344
44,74,men,304806
44,74,women,339256
44,75,men,304527
44,75,women,341090
44,76,men,296008
44,76,women,334323
44,77,men,290292
44,77,women,329083
44,78,men,278769
44,78,women,321880
44,79,men,269742
44,79,women,314542
44,80,men,255748
44,80,women,301510
44,81,men,239094
44,81,women,284860
44,82,men,222016
44,82,women,268020
44,83,men,202884
44,83,women,246410
44,84,men,182272
44,84,women,225154
44,85,men,164492
44,85,women,207467
44,86,men,147019
44,86,women,188884
44,87,men,127596
44,87,women,168722
44,88,men,110270
44,88,women,148586
44,89,men,93243
44,89,women,130062
44,90,men,81039
44,90,women,116688
44,91,men,68259
44,91,women,100539
44,92,men,55331
44,92,women,84881
44,93,men,45782
44,93,women,72174
44,94,men,37087
44,94,women,60960
44,95,men,29707
44,95,women,50381
44,96,men,23718
44,96,women,41979
44,97,men,18921
44,97,women,34620
44,98,men,10166
44,98,women,19576
44,99,men,15962
44,99,women,34382
45,30,men,425062
45,30,women,406373
45,31,men,430702
45,31,women,412430
45,32,men,443180
45,32,women,422866
45,33,men,454540
45,33,women,434835
45,34,men,458168
45,34,women,436790
45,35,men,455238
45,35,women,434706
45,36,men,454208
45,36,women,433774
45,37,men,459000
