year,age,sex,pops
103,65,women,423784
103,66,men,429686
103,66,women,420671
103,67,men,425466
103,67,women,417574
103,68,men,421718
103,68,women,414962
103,69,men,418337
103,69,women,412726
103,70,men,414854
103,70,women,410449
103,71,men,411104
103,71,women,407977
103,72,men,407032
103,72,women,405254
103,73,men,402732
103,73,women,402356
103,74,men,398051
103,74,women,399210
103,75,men,392946
103,75,women,395774
103,76,men,387150
103,76,women,391736
103,77,men,380488
103,77,women,386875
103,78,men,372953
103,78,women,381233
103,79,men,363402
103,79,women,373621
103,80,men,338178
103,80,women,349910
103,81,men,339919
103,81,women,354051
103,82,men,325904
103,82,women,342332
103,83,men,322840
103,83,women,342192
103,84,men,314190
103,84,women,335540
103,85,men,303440
103,85,women,327900
103,86,men,294040
103,86,women,321214
103,87,men,284402
103,87,women,313834
103,88,men,265746
103,88,women,297352
103,89,men,249293
103,89,women,282992
103,90,men,235696
103,90,women,270382
103,91,men,220273
103,91,women,257149
103,92,men,199973
103,92,women,236551
103,93,men,176381
103,93,women,212828
103,94,men,153517
103,94,women,189008
103,95,men,132673
103,95,women,167097
103,96,men,108318
103,96,women,139539
103,97,men,87164
103,97,women,115344
103,98,men,69160
103,98,women,93804
103,99,men,158104
103,99,women,238404
104,30,men,435298
104,30,women,414769
104,31,men,439707
104,31,women,419064
104,32,men,443428
104,32,women,422593
104,33,men,446310
104,33,women,425348
104,34,men,448900
104,34,women,427745
104,35,men,451136
104,35,women,429786
104,36,men,452828
104,36,women,431399
104,37,men,454030
104,37,women,432640
104,38,men,454800
104,38,women,433540
104,39,men,455214
104,39,women,434186
104,40,men,455305
104,40,women,434652
104,41,men,455284
104,41,women,435097
104,42,men,455161
104,42,women,435385
104,43,men,454900
104,43,women,435510
104,44,men,454582
104,44,women,435571
104,45,men,454196
104,45,women,435480
104,46,men,453894
104,46,women,435456
104,47,men,453652
104,47,women,435509
104,48,men,453428
104,48,women,435544
104,49,men,453334
104,49,women,435709
104,50,men,453422
104,50,women,436007
104,51,men,453650
104,51,women,436441
104,52,men,453902
104,52,women,436876
104,53,men,454072
104,53,women,437264
104,54,men,454212
104,54,women,437626
104,55,men,454300
104,55,women,437968
104,56,men,454256
104,56,women,438266
104,57,men,453982
104,57,women,438348
104,58,men,453477
104,58,women,438276
104,59,men,452744
104,59,women,438032
104,60,men,451210
104,60,women,437040
104,61,men,448881
104,61,women,435356
104,62,men,446238
104,62,women,433407
104,63,men,443349
104,63,women,431258
104,64,men,439898
104,64,women,428671
104,65,men,435912
104,65,women,425652
104,66,men,431732
104,66,women,422540
104,67,men,427413
104,67,women,419348
104,68,men,423060
104,68,women,416129
104,69,men,419145
104,69,women,413369
104,70,men,415544
104,70,women,410974
104,71,men,411812
104,71,women,408508
104,72,men,407803
104,72,women,405823
104,73,men,403429
104,73,women,402853
104,74,men,398762
104,74,women,399699
104,75,men,393690
104,75,women,396281
104,76,men,388162
104,76,women,392498
104,77,men,381906
104,77,women,388074
104,78,men,374736
104,78,women,382788
104,79,men,366640
104,79,women,376674
104,80,men,356516
104,80,women,368542
104,81,men,330978
104,81,women,344482
104,82,men,331762
104,82,women,347788
104,83,men,317047
104,83,women,335398
104,84,men,312886
104,84,women,334222
104,85,men,303190
104,85,women,326542
104,86,men,291412
104,86,women,317798
104,87,men,280876
104,87,women,309874
104,88,men,270044
104,88,women,301148
104,89,men,250677
104,89,women,283652
104,90,men,233446
104,90,women,268177
104,91,men,218603
104,91,women,254001
104,92,men,201769
104,92,women,238863
104,93,men,180541
104,93,women,216875
104,94,men,156582
104,94,women,192203
104,95,men,133660
104,95,women,167760
104,96,men,112956
104,96,women,145345
104,97,men,89887
104,97,women,118521
104,98,men,70236
104,98,women,95284
104,99,men,163201
104,99,women,243496
105,30,men,435687
105,30,women,415124
105,31,men,440176
105,31,women,419502
105,32,men,443960
105,32,women,423097
105,33,men,446912
105,33,women,425904
105,34,men,449564
105,34,women,428376
105,35,men,451829
105,35,women,430437
105,36,men,453546
105,36,women,432066
105,37,men,454786
105,37,women,433352
105,38,men,455583
105,38,women,434280
105,39,men,456060
105,39,women,434976
105,40,men,456197
105,40,women,435484
105,41,men,456026
105,41,women,435792
105,42,men,455838
105,42,women,436017
105,43,men,455585
105,43,women,436135
105,44,men,455198
105,44,women,436138
105,45,men,454758
105,45,women,436026
105,46,men,454292
105,46,women,435808
105,47,men,453916
105,47,women,435732
105,48,men,453591
105,48,women,435686
105,49,men,453290
105,49,women,435632
105,50,men,453130
105,50,women,435708
105,51,men,453111
105,51,women,435891
105,52,men,453222
105,52,women,436196
105,53,men,453360
105,53,women,436540
105,54,men,453400
105,54,women,436812
105,55,men,453410
105,55,women,437074
105,56,men,453390
105,56,women,437374
105,57,men,453250
105,57,women,437598
105,58,men,452878
105,58,women,437644
105,59,men,452282
105,59,women,437523
105,60,men,451449
105,60,women,437196
105,61,men,449780
105,61,women,436144
105,62,men,447334
105,62,women,434381
105,63,men,444575
105,63,women,432356
105,64,men,441530
105,64,women,430151
105,65,men,437922
105,65,women,427498
105,66,men,433788
105,66,women,424418
105,67,men,429473
105,67,women,421228
105,68,men,425025
105,68,women,417915
105,69,men,420511
105,69,women,414551
105,70,men,416380
105,70,women,411636
105,71,men,412533
105,71,women,409054
105,72,men,408544
105,72,women,406378
105,73,men,404236
105,73,women,403449
105,74,men,399500
105,74,women,400225
105,75,men,394446
105,75,women,396802
105,76,men,388952
105,76,women,393040
105,77,men,382966
105,77,women,388874
105,78,men,376202
105,78,women,384024
105,79,men,368469
105,79,women,378264
105,80,men,359775
105,80,women,371614
105,81,men,349016
105,81,women,362894
105,82,men,323130
105,82,women,338460
105,83,men,322852
105,83,women,340828
105,84,men,307386
105,84,women,327678
105,85,men,302061
105,85,women,325364
105,86,men,291310
105,86,women,316600
105,87,men,278518
105,87,women,306710
105,88,men,266862
105,88,women,297495
105,89,men,254909
105,89,women,287436
105,90,men,234927
105,90,women,268976
105,91,men,216707
105,91,women,252113
105,92,men,200434
105,92,women,236132
105,93,men,182358
105,93,women,219194
105,94,men,160464
105,94,women,196055
105,95,men,136503
105,95,women,170784
105,96,men,113955
105,96,women,146098
105,97,men,93877
105,97,women,123615
105,98,men,72548
105,98,women,98049
105,99,men,167816
105,99,women,248672
106,30,men,435980
106,30,women,415402
106,31,men,440566
106,31,women,419857
106,32,men,444430
106,32,women,423535
106,33,men,447445
106,33,women,426408
106,34,men,450168
106,34,women,428934
106,35,men,452494
106,35,women,431070
106,36,men,454240
106,36,women,432718
106,37,men,455506
106,37,women,434021
106,38,men,456341
106,38,women,434994
106,39,men,456844
106,39,women,435716
106,40,men,457046
106,40,women,436276
106,41,men,456920
106,41,women,436626
106,42,men,456583
106,42,women,436714
106,43,men,456266
106,43,women,436768
106,44,men,455886
106,44,women,436765
106,45,men,455379
106,45,women,436594
106,46,men,454860
106,46,women,436357
106,47,men,454319
106,47,women,436088
106,48,men,453860
106,48,women,435914
106,49,men,453460
106,49,women,435779
106,50,men,453092
106,50,women,435636
106,51,men,452828
106,51,women,435597
106,52,men,452694
106,52,women,435652
106,53,men,452690
106,53,women,435867
106,54,men,452698
106,54,women,436096
106,55,men,452610
106,55,women,436270
106,56,men,452512
106,56,women,436489
106,57,men,452398
106,57,women,436715
106,58,men,452160
106,58,women,436904
106,59,men,451698
106,59,women,436901
106,60,men,451002
106,60,women,436698
106,61,men,450034
106,61,women,436310
106,62,men,448247
106,62,women,435179
106,63,men,445686
106,63,women,433340
106,64,men,442772
106,64,women,431258
106,65,men,439569
106,65,women,428987
106,66,men,435813
106,66,women,426272
106,67,men,431544
106,67,women,423116
106,68,men,427101
106,68,women,419806
106,69,men,422492
106,69,women,416349
106,70,men,417769
106,70,women,412835
106,71,men,413398
106,71,women,409736
106,72,men,409298
106,72,women,406946
106,73,men,405012
106,73,women,404028
106,74,men,400346
106,74,women,400849
106,75,men,395227
106,75,women,397360
106,76,men,389755
106,76,women,393597
106,77,men,383806
106,77,women,389454
106,78,men,377314
106,78,women,384864
106,79,men,369985
106,79,women,379540
106,80,men,361652
106,80,women,373244
106,81,men,352296
106,81,women,365986
106,82,men,340836
106,82,women,356626
106,83,men,314554
106,83,women,331766
106,84,men,313132
106,84,women,333076
106,85,men,296876
106,85,women,319098
106,86,men,290365
106,86,women,315574
106,87,men,278572
106,87,women,305683
106,88,men,264784
106,88,women,294601
106,89,men,252079
106,89,women,284108
106,90,men,239078
106,90,women,272738
106,91,men,218271
106,91,women,253046
106,92,men,198887
106,92,women,234566
106,93,men,181343
106,93,women,216883
106,94,men,162268
106,94,women,198349
106,95,men,140066
106,95,women,174398
106,96,men,116540
106,96,women,148910
106,97,men,94849
106,97,women,124418
106,98,men,75889
106,98,women,102408
106,99,men,173044
106,99,women,254932
107,30,men,436178
107,30,women,415592
107,31,men,440862
107,31,women,420136
107,32,men,444822
107,32,women,423892
107,33,men,447916
107,33,women,426848
107,34,men,450702
107,34,women,429439
107,35,men,453100
107,35,women,431629
107,36,men,454907
107,36,women,433353
107,37,men,456200
107,37,women,434676
107,38,men,457062
107,38,women,435664
107,39,men,457604
107,39,women,436432
107,40,men,457832
107,40,women,437017
107,41,men,457772
107,41,women,437420
107,42,men,457478
107,42,women,437548
107,43,men,457013
107,43,women,437467
107,44,men,456571
107,44,women,437400
107,45,men,456071
107,45,women,437222
107,46,men,455484
107,46,women,436928
107,47,men,454892
107,47,women,436640
107,48,men,454270
107,48,women,436273
107,49,men,453734
107,49,women,436010
107,50,men,453268
107,50,women,435789
107,51,men,452796
107,51,women,435532
107,52,men,452418
107,52,women,435364
107,53,men,452170
107,53,women,435330
107,54,men,452039
107,54,women,435431
107,55,men,451920
107,55,women,435561
107,56,men,451725
107,56,women,435693
107,57,men,451533
107,57,women,435840
107,58,men,451323
107,58,women,436032
107,59,men,450997
107,59,women,436172
107,60,men,450436
107,60,women,436088
107,61,men,449605
107,61,women,435824
107,62,men,448517
107,62,women,435357
107,63,men,446615
107,63,women,434148
107,64,men,443901
107,64,women,432252
107,65,men,440828
107,65,women,430106
107,66,men,437476
107,66,women,427772
107,67,men,433584
107,67,women,424980
107,68,men,429188
107,68,women,421705
107,69,men,424586
107,69,women,418251
107,70,men,419769
107,70,women,414646
107,71,men,414812
107,71,women,410954
107,72,men,410195
107,72,women,407650
107,73,men,405803
107,73,women,404622
107,74,men,401161
107,74,women,401457
107,75,men,396115
107,75,women,398016
107,76,men,390584
107,76,women,394190
107,77,men,384662
107,77,women,390050
107,78,men,378210
107,78,women,385488
107,79,men,371153
107,79,women,380426
107,80,men,363221
107,80,women,374564
107,81,men,354222
107,81,women,367659
107,82,men,344138
107,82,women,359740
107,83,men,331897
107,83,women,349657
107,84,men,305197
107,84,women,324312
107,85,men,302553
107,85,women,324457
107,86,men,285516
107,86,women,309610
107,87,men,277816
107,87,women,304822
107,88,men,264996
107,88,women,293756
107,89,men,250288
107,89,women,281499
107,90,men,236606
107,90,women,269750
107,91,men,222319
107,91,women,256768
107,92,men,200513
107,92,women,235622
107,93,men,180132
107,93,women,215636
107,94,men,161550
107,94,women,196451
107,95,men,141819
107,95,women,176630
107,96,men,119746
107,96,women,152242
107,97,men,97145
107,97,women,126977
107,98,men,76797
107,98,women,103218
107,99,men,179559
107,99,women,263306
108,30,men,436286
108,30,women,415696
108,31,men,441060
108,31,women,420328
108,32,men,445118
108,32,women,424172
108,33,men,448310
108,33,women,427206
108,34,men,451174
108,34,women,429880
108,35,men,453634
108,35,women,432135
108,36,men,455514
108,36,women,433912
108,37,men,456869
108,37,women,435310
108,38,men,457758
108,38,women,436318
108,39,men,458328
108,39,women,437102
108,40,men,458594
108,40,women,437734
108,41,men,458560
108,41,women,438162
108,42,men,458333
108,42,women,438344
108,43,men,457911
108,43,women,438303
108,44,men,457320
108,44,women,438100
108,45,men,456760
108,45,women,437861
108,46,men,456181
108,46,women,437559
108,47,men,455521
108,47,women,437214
108,48,men,454847
108,48,women,436828
108,49,men,454151
108,49,women,436372
108,50,men,453549
108,50,women,436024
108,51,men,452980
108,51,women,435689
108,52,men,452395
108,52,women,435304
108,53,men,451904
108,53,women,435048
108,54,men,451528
108,54,women,434900
108,55,men,451272
108,55,women,434902
108,56,men,451048
108,56,women,434992
108,57,men,450760
108,57,women,435051
108,58,men,450474
108,58,women,435166
108,59,men,450175
108,59,women,435310
108,60,men,449751
108,60,women,435369
108,61,men,449056
108,61,women,435225
108,62,men,448107
108,62,women,434882
108,63,men,446902
108,63,women,434338
108,64,men,444845
108,64,women,433071
108,65,men,441974
108,65,women,431109
108,66,men,438753
108,66,women,428902
108,67,men,435263
108,67,women,426490
108,68,men,431242
108,68,women,423580
108,69,men,426690
108,69,women,420162
108,70,men,421880
108,70,women,416560
108,71,men,416833
108,71,women,412777
108,72,men,411637
108,72,women,408887
108,73,men,406735
108,73,women,405350
108,74,men,401990
108,74,women,402078
108,75,men,396971
108,75,women,398654
108,76,men,391518
108,76,women,394880
108,77,men,385542
108,77,women,390682
108,78,men,379122
108,78,women,386126
108,79,men,372109
108,79,women,381096
108,80,men,364450
108,80,women,375498
108,81,men,355849
108,81,women,369026
108,82,men,346117
108,82,women,361458
108,83,men,335220
108,83,women,352794
108,84,men,322138
108,84,women,341892
108,85,men,295007
108,85,women,316018
108,86,men,291112
108,86,women,314924
108,87,men,273322
108,87,women,299185
108,88,men,264434
108,88,women,293068
108,89,men,250657
108,89,women,280844
108,90,men,235104
108,90,women,267438
108,91,men,220207
108,91,women,254134
108,92,men,204423
108,92,women,239277
108,93,men,181793
108,93,women,216798
108,94,men,160655
108,94,women,195513
108,95,men,141368
108,95,women,175128
108,96,men,121410
108,96,women,154372
108,97,men,99964
108,97,women,129986
108,98,men,78781
108,98,women,105488
108,99,men,185150
108,99,women,270448
109,30,men,436318
109,30,women,415720
109,31,men,441170
109,31,women,420430
109,32,men,445318
109,32,women,424364
109,33,men,448607
109,33,women,427487
109,34,men,451570
109,34,women,430238
109,35,men,454108
109,35,women,432577
109,36,men,456048
109,36,women,434419
109,37,men,457478
109,37,women,435870
109,38,men,458430
109,38,women,436954
109,39,men,459026
109,39,women,437758
109,40,men,459320
109,40,women,438406
109,41,men,459324
109,41,women,438880
109,42,men,459124
109,42,women,439087
109,43,men,458768
109,43,women,439099
109,44,men,458222
109,44,women,438938
109,45,men,457514
109,45,women,438562
109,46,men,456874
109,46,women,438199
109,47,men,456222
109,47,women,437848
109,48,men,455481
109,48,women,437406
109,49,men,454733
109,49,women,436930
109,50,men,453972
109,50,women,436388
109,51,men,453268
109,51,women,435928
109,52,men,452586
109,52,women,435467
109,53,men,451890
109,53,women,434994
109,54,men,451274
109,54,women,434625
109,55,men,450772
109,55,women,434380
109,56,men,450411
109,56,women,434342
109,57,men,450096
109,57,women,434360
109,58,men,449714
109,58,women,434387
109,59,men,449342
109,59,women,434454
109,60,men,448946
109,60,women,434520
109,61,men,448389
109,61,women,434520
109,62,men,447576
109,62,women,434296
109,63,men,446511
109,63,women,433874
109,64,men,445151
109,64,women,433274
109,65,men,442936
109,65,women,431940
109,66,men,439916
109,66,women,429918
109,67,men,436558
109,67,women,427634
109,68,men,432940
109,68,women,425102
109,69,men,428760
109,69,women,422049
109,70,men,424003
109,70,women,418484
109,71,men,418964
109,71,women,414706
109,72,men,413680
109,72,women,410726
109,73,men,408206
109,73,women,406607
109,74,men,402960
109,74,women,402832
109,75,men,397843
109,75,women,399305
109,76,men,392418
109,76,women,395551
109,77,men,386524
109,77,women,391408
109,78,men,380056
109,78,women,386798
109,79,men,373078
109,79,women,381781
109,80,men,365467
109,80,women,376220
109,81,men,357140
109,81,women,370013
109,82,men,347802
109,82,women,362876
109,83,men,337254
109,83,women,354562
109,84,men,325481
109,84,women,345052
109,85,men,311508
109,85,women,333253
109,86,men,283982
109,86,women,306842
109,87,men,278826
109,87,women,304446
109,88,men,260311
109,88,women,287784
109,89,men,250292
109,89,women,280337
109,90,men,235627
109,90,women,266980
109,91,men,218992
109,91,women,252132
109,92,men,202670
109,92,women,237007
109,93,men,185529
109,93,women,220353
109,94,men,162320
109,94,women,196756
109,95,men,140759
109,95,women,174478
109,96,men,121187
109,96,women,153238
109,97,men,101501
109,97,women,131972
109,98,men,81194
109,98,women,108138
109,99,men,190866
109,99,women,277752
110,30,men,436280
110,30,women,415668
110,31,men,441202
110,31,women,420458
110,32,men,445429
110,32,women,424467
110,33,men,448808
110,33,women,427680
110,34,men,451867
110,34,women,430520
110,35,men,454506
110,35,women,432936
110,36,men,456526
110,36,women,434862
110,37,men,458014
110,37,women,436378
110,38,men,459040
110,38,women,437514
110,39,men,459700
110,39,women,438394
110,40,men,460021
110,40,women,439062
110,41,men,460054
110,41,women,439553
110,42,men,459891
110,42,women,439807
110,43,men,459562
110,43,women,439844
110,44,men,459082
110,44,women,439736
110,45,men,458418
110,45,women,439402
110,46,men,457631
110,46,women,438902
110,47,men,456919
110,47,women,438490
110,48,men,456187
110,48,women,438042
110,49,men,455372
110,49,women,437511
110,50,men,454560
110,50,women,436950
110,51,men,453698
110,51,women,436295
110,52,men,452882
110,52,women,435710
110,53,men,452090
110,53,women,435162
110,54,men,451268
110,54,women,434577
110,55,men,450528
110,55,women,434112
110,56,men,449922
110,56,women,433828
110,57,men,449470
110,57,women,433718
110,58,men,449064
110,58,women,433706
110,59,men,448596
110,59,women,433687
110,60,men,448130
110,60,women,433675
110,61,men,447602
110,61,women,433683
110,62,men,446929
110,62,women,433604
110,63,men,446001
110,63,women,433302
110,64,men,444782
110,64,women,432824
110,65,men,443262
110,65,women,432156
110,66,men,440896
110,66,women,430760
110,67,men,437741
110,67,women,428662
110,68,men,434254
110,68,women,426260
110,69,men,430478
110,69,women,423584
110,70,men,426092
110,70,women,420383
110,71,men,421106
110,71,women,416645
110,72,men,415832
110,72,women,412672
110,73,men,410272
110,73,women,408466
110,74,men,404462
110,74,women,404113
110,75,men,398854
110,75,women,400089
110,76,men,393336
110,76,women,396236
110,77,men,387472
110,77,women,392116
110,78,men,381089
110,78,women,387564
110,79,men,374070
110,79,women,382498
110,80,men,366499
110,80,women,376954
110,81,men,358225
110,81,women,370790
110,82,men,349161
110,82,women,363920
110,83,men,339002
110,83,women,356035
110,84,men,327572
110,84,women,346875
110,85,men,314868
110,85,women,336436
110,86,men,300004
110,86,women,323692
110,87,men,272138
110,87,women,296752
110,88,men,265710
110,88,women,292981
110,89,men,246552
110,89,women,275430
110,90,men,235459
110,90,women,266660
110,91,men,219661
110,91,women,251873
110,92,men,201737
110,92,women,235322
110,93,men,184125
110,93,women,218451
110,94,men,165841
110,94,women,200174
110,95,men,142392
110,95,women,175772
110,96,men,120826
110,96,women,152846
110,97,men,101461
110,97,women,131169
110,98,men,82570
110,98,women,109941
110,99,men,197025
110,99,women,285479
111,30,men,436160
111,30,women,415564
111,31,men,441164
111,31,women,420407
111,32,men,445462
111,32,women,424497
111,33,men,448921
111,33,women,427783
111,34,men,452071
111,34,women,430714
111,35,men,454805
111,35,women,433218
111,36,men,456925
111,36,women,435222
111,37,men,458494
111,37,women,436822
111,38,men,459578
111,38,women,438024
111,39,men,460312
111,39,women,438955
111,40,men,460698
111,40,women,439700
111,41,men,460756
111,41,women,440210
111,42,men,460624
111,42,women,440482
111,43,men,460332
111,43,women,440566
111,44,men,459878
111,44,women,440483
111,45,men,459281
111,45,women,440202
111,46,men,458540
111,46,women,439744
111,47,men,457681
111,47,women,439196
111,48,men,456889
111,48,women,438686
111,49,men,456083
111,49,women,438150
111,50,men,455205
111,50,women,437536
111,51,men,454292
111,51,women,436861
111,52,men,453318
111,52,women,436082
111,53,men,452392
111,53,women,435409
111,54,men,451477
111,54,women,434751
111,55,men,450530
111,55,women,434070
111,56,men,449688
111,56,women,433566
111,57,men,448992
111,57,women,433213
111,58,men,448450
111,58,women,433074
111,59,men,447962
111,59,women,433016
111,60,men,447400
111,60,women,432920
111,61,men,446804
111,61,women,432850
111,62,men,446162
111,62,women,432781
111,63,men,445375
111,63,women,432626
111,64,men,444294
111,64,women,432266
111,65,men,442915
111,65,women,431720
111,66,men,441244
111,66,women,430990
111,67,men,438742
111,67,women,429518
111,68,men,435460
111,68,women,427300
111,69,men,431814
111,69,women,424756
111,70,men,427831
111,70,women,421933
111,71,men,423215
111,71,women,418557
111,72,men,417994
111,72,women,414624
111,73,men,412448
111,73,women,410428
111,74,men,406555
111,74,women,405990
111,75,men,400389
111,75,women,401394
111,76,men,394390
111,76,women,397050
111,77,men,388438
111,77,women,392837
111,78,men,382090
111,78,women,388312
111,79,men,375159
111,79,women,383306
111,80,men,367552
111,80,women,377720
111,81,men,359323
111,81,women,371578
111,82,men,350317
111,82,women,364758
111,83,men,340432
111,83,women,357142
111,84,men,329386
111,84,women,348408
111,85,men,317018
111,85,women,338317
111,86,men,303377
111,86,women,326898
111,87,men,287638
111,87,women,313174
111,88,men,259484
111,88,women,285706
111,89,men,251830
111,89,women,280551
111,90,men,232110
111,90,women,262150
111,91,men,219684
111,91,women,251742
111,92,men,202537
111,92,women,235260
111,93,men,183461
111,93,women,217083
111,94,men,164768
111,94,women,198635
111,95,men,145658
111,95,women,179013
111,96,men,122390
111,96,women,154157
111,97,men,101304
111,97,women,130998
111,98,men,82665
111,98,women,109421
111,99,men,202720
111,99,women,292852
112,30,men,435996
112,30,women,415404
112,31,men,441047
112,31,women,420304
112,32,men,445426
112,32,women,424448
112,33,men,448955
112,33,women,427815
112,34,men,452184
112,34,women,430818
112,35,men,455012
112,35,women,433413
112,36,men,457226
112,36,women,435506
112,37,men,458894
112,37,women,437183
112,38,men,460060
112,38,women,438470
112,39,men,460852
112,39,women,439466
112,40,men,461310
112,40,women,440262
112,41,men,461435
112,41,women,440850
112,42,men,461328
112,42,women,441140
112,43,men,461068
112,43,women,441243
112,44,men,460652
112,44,women,441207
112,45,men,460080
112,45,women,440951
112,46,men,459406
112,46,women,440546
112,47,men,458593
112,47,women,440038
112,48,men,457655
112,48,women,439394
112,49,men,456790
112,49,women,438797
112,50,men,455920
112,50,women,438177
112,51,men,454942
112,51,women,437450
112,52,men,453918
112,52,women,436651
112,53,men,452836
112,53,women,435786
112,54,men,451785
112,54,women,435002
112,55,men,450748
112,55,women,434250
112,56,men,449700
112,56,women,433531
112,57,men,448770
112,57,women,432960
112,58,men,447986
112,58,women,432578
112,59,men,447362
112,59,women,432393
112,60,men,446783
112,60,women,432260
112,61,men,446092
112,61,women,432108
112,62,men,445383
112,62,women,431960
112,63,men,444628
112,63,women,431816
112,64,men,443690
112,64,women,431604
112,65,men,442450
112,65,women,431178
112,66,men,440920
112,66,women,430571
112,67,men,439113
112,67,women,429763
112,68,men,436482
112,68,women,428172
112,69,men,433042
112,69,women,425811
112,70,men,429188
112,70,women,423120
112,71,men,424976
112,71,women,420122
112,72,men,420125
112,72,women,416552
112,73,men,414634
112,73,women,412394
112,74,men,408756
112,74,women,407970
112,75,men,402510
112,75,women,403292
112,76,men,395961
112,76,women,398383
112,77,men,389539
112,77,women,393684
112,78,men,383107
112,78,women,389072
112,79,men,376215
112,79,women,384098
112,80,men,368700
112,80,women,378576
112,81,men,360440
112,81,women,372398
112,82,men,351485
112,82,women,365606
112,83,men,341662
112,83,women,358046
112,84,men,330888
112,84,women,349582
112,85,men,318898
112,85,women,339913
112,86,men,305584
112,86,women,328839
112,87,men,291018
112,87,women,316401
112,88,men,274420
112,88,women,301657
112,89,men,246086
112,89,women,273726
112,90,men,237251
112,90,women,267182
112,91,men,216735
112,91,women,247651
112,92,men,202740
112,92,women,235315
112,93,men,184372
112,93,women,217209
112,94,men,164354
112,94,women,197576
112,95,men,144890
112,95,women,177821
112,96,men,125362
112,96,women,157178
112,97,men,102762
112,97,women,132286
112,98,men,82664
112,98,women,109427
112,99,men,207052
112,99,women,298066
113,30,men,435802
113,30,women,415209
113,31,men,440884
113,31,women,420144
113,32,men,445310
113,32,women,424346
113,33,men,448922
113,33,women,427767
113,34,men,452222
113,34,women,430852
113,35,men,455126
113,35,women,433518
113,36,men,457434
113,36,women,435701
113,37,men,459198
113,37,women,437468
113,38,men,460462
113,38,women,438832
113,39,men,461336
113,39,women,439914
113,40,men,461852
113,40,women,440774
113,41,men,462050
113,41,women,441412
113,42,men,462010
113,42,women,441782
113,43,men,461775
113,43,women,441901
113,44,men,461391
113,44,women,441884
113,45,men,460857
113,45,women,441676
113,46,men,460208
113,46,women,441296
113,47,men,459463
113,47,women,440842
113,48,men,458572
113,48,women,440238
113,49,men,457561
113,49,women,439508
113,50,men,456632
113,50,women,438827
113,51,men,455663
113,51,women,438095
113,52,men,454574
113,52,women,437244
113,53,men,453443
113,53,women,436359
113,54,men,452239
113,54,women,435384
113,55,men,451064
113,55,women,434505
113,56,men,449929
113,56,women,433716
113,57,men,448794
113,57,women,432932
113,58,men,447776
113,58,women,432333
113,59,men,446913
113,59,women,431907
113,60,men,446198
113,60,women,431646
113,61,men,445492
113,61,women,431458
113,62,men,444690
113,62,women,431230
113,63,men,443870
113,63,women,431006
113,64,men,442964
113,64,women,430809
113,65,men,441870
113,65,women,430532
113,66,men,440481
113,66,women,430044
113,67,men,438816
113,67,women,429361
113,68,men,436878
113,68,women,428432
113,69,men,434086
113,69,women,426698
113,70,men,430441
113,70,women,424191
113,71,men,426359
113,71,women,421326
113,72,men,421910
113,72,women,418134
113,73,men,416788
113,73,women,414341
113,74,men,410967
113,74,women,409956
113,75,men,404738
113,75,women,405292
113,76,men,398112
113,76,women,400304
113,77,men,391150
113,77,women,395048
113,78,men,384258
113,78,women,389958
113,79,men,377288
113,79,women,384900
113,80,men,369815
113,80,women,379414
113,81,men,361650
113,81,women,373305
113,82,men,352670
113,82,women,366484
113,83,men,342904
113,83,women,358958
113,84,men,332197
113,84,women,350557
113,85,men,320478
113,85,women,341161
113,86,men,307532
113,86,women,330502
113,87,men,293282
113,87,women,318403
113,88,men,277802
113,88,women,304902
113,89,men,260418
113,89,women,289157
113,90,men,232006
113,90,women,260835
113,91,men,221713
113,91,women,252572
113,92,men,200196
113,92,women,231664
113,93,men,184738
113,93,women,217442
113,94,men,165350
113,94,women,197875
113,95,men,144698
113,95,women,177054
113,96,men,124863
113,96,women,156308
113,97,men,105406
113,97,women,135045
113,98,men,83981
113,98,women,110651
113,99,men,210283
113,99,women,302029
114,30,men,435599
114,30,women,415014
114,31,men,440692
114,31,women,419951
114,32,men,445150
114,32,women,424186
114,33,men,448807
114,33,women,427668
114,34,men,452188
114,34,women,430806
114,35,men,455165
114,35,women,433554
114,36,men,457550
114,36,women,435808
114,37,men,459407
114,37,women,437665
114,38,men,460768
114,38,women,439119
114,39,men,461740
114,39,women,440278
114,40,men,462340
114,40,women,441223
114,41,men,462594
114,41,women,441926
114,42,men,462627
114,42,women,442344
114,43,men,462460
114,43,women,442546
114,44,men,462101
114,44,women,442544
114,45,men,461600
114,45,women,442354
114,46,men,460989
114,46,women,442024
114,47,men,460268
114,47,women,441596
114,48,men,459445
114,48,women,441045
114,49,men,458483
114,49,women,440354
114,50,men,457410
114,50,women,439541
114,51,men,456382
114,51,women,438748
114,52,men,455302
114,52,women,437893
114,53,men,454104
114,53,women,436956
114,54,men,452852
114,54,women,435962
114,55,men,451526
114,55,women,434894
114,56,men,450252
114,56,women,433979
114,57,men,449032
114,57,women,433123
114,58,men,447812
114,58,women,432312
114,59,men,446716
114,59,women,431672
114,60,men,445764
114,60,women,431171
114,61,men,444924
114,61,women,430856
114,62,men,444109
114,62,women,430592
114,63,men,443198
114,63,women,430292
114,64,men,442228
114,64,women,430014
114,65,men,441168
114,65,women,429752
114,66,men,439926
114,66,women,429414
114,67,men,438402
114,67,women,428850
114,68,men,436608
114,68,women,428048
114,69,men,434508
114,69,women,426976
114,70,men,431510
114,70,women,425095
114,71,men,427636
114,71,women,422414
114,72,men,423319
